Time,Stock,Action,Qty,Price,P/L,Note
11:52:39,SKC,BUY,1,133720.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:39,LS ELECTRIC,BUY,1,484180.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:42,SKC,BUY,1,133720.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:42,LS ELECTRIC,BUY,1,484180.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:48,대한전선,SELL(TP),1,26660.0,1760.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:48,SKC,BUY,1,133720.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:48,LS ELECTRIC,BUY,1,484180.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:51,SKC,BUY,1,133720.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:52,LS ELECTRIC,BUY,1,484180.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:55,SKC,BUY,1,133720.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:55,LS ELECTRIC,BUY,1,484180.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:58,SKC,BUY,1,133720.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:58,LS ELECTRIC,BUY,1,484180.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:53:04,대한전선,SELL(TP),1,26660.0,1735.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:53:04,SKC,BUY,1,133720.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:53:04,LS ELECTRIC,BUY,1,484180.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:53:08,SKC,BUY,1,133720.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:53:08,LS ELECTRIC,BUY,1,484180.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:53:13,대한전선,SELL(TP),1,26660.0,1760.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:53:14,SKC,BUY,1,133720.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:53:14,LS ELECTRIC,BUY,1,484180.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:53:19,대한전선,SELL(TP),1,26660.0,1760.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:53:19,SKC,BUY,1,133720.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:53:19,LS ELECTRIC,BUY,1,484180.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:53:25,대한전선,SELL(TP),1,26660.0,1735.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:53:25,SKC,BUY,1,133720.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
